微博用户名,发布时间,微博链接,微博内容,认证标志,转发数,评论数,点赞数
小方今天看到海了吗,08月17日 23:36,//weibo.com/6644687080/M1vC36kiY?refer_flag=1001030103_,#重庆涪陵突发山火#求雨???? ?,yellow,0,0,0
秒闻视频,08月17日 23:36,//weibo.com/7504294874/M1vC2svdd?refer_flag=1001030103_,#重庆涪陵区突发山火# 【重庆涪陵区突发山火，消防赶往扑救，众人在喊：快走 烧过来了】8月17日，重庆。重庆大梁山和北山坪突发山火引发网友关注，涪陵消防已赶赴着火点灭火，不少居民远远看到山火，火光冲天。有网友爆料，大梁山山火疑因有人乱丢烟头引发，网友表示：山中还有少量房屋，现场烧得噼里啪啦的，人都在喊快点走，目前大火仍在扑救中，人员伤亡情况不明，具体起火原因还在进一步调查中，后续以官方通报为准，望平安。#蓝V视界# L秒闻视频的微博视频 收起d,blue,3,0,53
baekhyunHH,08月17日 23:36,//weibo.com/5714650151/M1vC0pwPq?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#平安平安??? ?,yellow,0,0,0
异次元带路人,08月17日 23:36,//weibo.com/2279158665/M1vBZrS8G?refer_flag=1001030103_,#重庆涪陵突发山火#求雨求平安????? ?,yellow,0,0,0
三五七言咕噜噜,08月17日 23:36,//weibo.com/6334029383/M1vBZrRJo?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#一定要平安！ ?,yellow,0,0,0
Pjminmin,08月17日 23:36,//weibo.com/6623776998/M1vBY1E6j?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#平平安安??? ?,yellow,0,0,0
Susan_夏夏的夏天,08月17日 23:36,//weibo.com/2824429397/M1vBX9vt1?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#老天爷，你给重庆涪陵区马上来场雨嘛，求你了? ?,yellow,0,0,7
王巍,08月17日 23:36,//weibo.com/1403985862/M1vBWyWIJ?refer_flag=1001030103_,重庆涪陵区发生山火 消防正在现场扑救 @新浪新闻 O重庆涪陵区发生山火 消防正在现场扑救 ?,yellow,1,1,1
梅子Allen,08月17日 23:36,//weibo.com/5095541807/M1vBV7BSu?refer_flag=1001030103_,#重庆涪陵突发山火#愿平安??? ?,yellow,0,0,0
阿真在这里,08月17日 23:36,//weibo.com/1985084063/M1vBSrUcN?refer_flag=1001030103_,#重庆涪陵突发山火# 突然看到这个新闻，希望人一定要平安啊。? ?,yellow,0,0,1
就这样废了吧,08月17日 23:36,//weibo.com/5980153247/M1vBPcZIr?refer_flag=1001030103_,#涪陵山火#天哪，赶紧下点雨吧???重庆温度真的太高了，这山火消防员真的又得好辛苦 ?,yellow,0,0,0
云楠,08月17日 23:35,//weibo.com/3991747860/M1vBLllyn?refer_flag=1001030103_,天干物燥，小心火烛。希望消防员兄弟们平安！#重庆涪陵山火仍在扑救中# L云楠的微博视频 ?,gold,6,16,51
话唠孤僻患者,08月17日 23:35,//weibo.com/7316874067/M1vBIjDfE?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿消防员都平安。 ?,yellow,0,0,0
祁连山林区人民检察院,08月17日 23:35,//weibo.com/5647536118/M1vBDEeL6?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报记者刘新吾）  L人民日报的微博视频 ???,blue,0,0,0
阳光下的星星好耀眼,08月17日 23:35,//weibo.com/7662890740/M1vBy3DA1?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#希望大火早点扑灭，灾害降到最小 ?,yellow,0,0,0
西瓜奶酪的糖饼,08月17日 23:35,//weibo.com/6576209065/M1vBsnksM?refer_flag=1001030103_,#涪陵山火#重庆太热了嗐！平平安安平平安安 ?,yellow,0,0,0
不搞烂尾楼,08月17日 23:35,//weibo.com/6369743093/M1vBrxnE6?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#好恐怖，我朋友住那边，现在还在给我实时播报? ?,yellow,0,12,4
四川反邪教,08月17日 23:35,//weibo.com/5909167185/M1vBrsXwL?refer_flag=1001030103_,#涪陵山火#【TED：为什么野火的总是发生？该如何阻止？】为什么野火总是发生，我们又该如何阻止？戳? LTEDtoChina的秒拍视频 ?#重庆涪陵山火仍在扑救中# ?,blue,0,0,3
大米卓玛是娃娃,08月17日 23:34,//weibo.com/7124989613/M1vBo1WDM?refer_flag=1001030103_,#重庆涪陵突发山火#重庆温度实在是太高了，希望能及时扑灭山火无人伤亡。后面还有好几天的高温，都不知道啥时候是个头 ?,yellow,0,0,0
染子影_cd5p,08月17日 23:34,//weibo.com/5059837321/M1vBmx5sA?refer_flag=1001030103_,据央视新闻，今天下午# 重庆涪陵突发山火 目前山火仍在扑救过程中，暂无人员伤亡，愿平安！ L染子影_cd5p的微博视频 ?,yellow,0,0,0
-若灼-,08月17日 23:34,//weibo.com/6508642662/M1vBjzKHh?refer_flag=1001030103_,#重庆涪陵突发山火#要平安 ?,yellow,0,0,0
亲爱的不二带我走吧,08月17日 23:34,//weibo.com/5771091787/M1vBioVEN?refer_flag=1001030103_,#涪陵山火#希望重庆快快下雨，下一场大雨。 ?,yellow,0,0,0
焱焱宝贝315,08月17日 23:34,//weibo.com/5132927962/M1vBi2V3P?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安！ ?,yellow,0,0,0
该拥有的一定会拥有,08月17日 23:34,//weibo.com/3315522321/M1vBh8zW7?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#一定要平平安安，没有人员伤亡???平安重庆一定！！！ ?,yellow,0,0,2
夏惘我,08月17日 23:34,//weibo.com/6587201083/M1vBgfmxg?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#涪陵 福临 希望真的福临涪陵！拜托了，一定要平安归来！ ?,yellow,0,1,33
曼联ATFX,08月17日 23:34,//weibo.com/5602057026/M1vBdCVNT?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#人工降雨啊 ?,yellow,0,0,0
吴娌娌,08月17日 23:34,//weibo.com/7620273503/M1vBd4QkJ?refer_flag=1001030103_,#重庆涪陵突发山火##重庆涪陵山火仍在扑救中##涪陵山火#在高温天气下，就是雪上加霜，但愿所有人都平平安安！? ?,yellow,0,2,12
耶啵喊兔兔回家吃饭啦,08月17日 23:34,//weibo.com/1619020044/M1vBa8CKy?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#希望消防人员也要注意安全? ?,yellow,0,0,1
要双倍海苔,08月17日 23:34,//weibo.com/5721587796/M1vB8gEd8?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#平安平安平安? ?,yellow,0,0,1
雨秱凊彦,08月17日 23:34,//weibo.com/6297542265/M1vB75O1X?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安 ?,yellow,0,0,0
怕麻烦且懒惰的人,08月17日 23:34,//weibo.com/1938741001/M1vB6i4j8?refer_flag=1001030103_,#涪陵山火#太可怕了，今年我们重庆这边实在是太热了！！！！！每天出门真的需要勇气！ ?,yellow,0,0,1
孤城浪子_Ly,08月17日 23:34,//weibo.com/3074105403/M1vB5nJjV?refer_flag=1001030103_,希望大火赶快被扑灭，！消防人员一定注意安全??#涪陵山火##重庆涪陵突发山火# 转自抖音，看看【红星新闻的作品】# 重庆涪陵突发山火，火光笼罩夜空，当地消防：暂无人员伤亡 L孤城浪子_Ly的微博视频 ?,gold,0,0,2
看成都,08月17日 23:34,//weibo.com/7216381483/M1vB3ClWO?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火# 现场浓烟滚滚】据人民日报消息，8月17日晚，重庆涪陵北山坪突发山火。目前山火仍在扑救过程中，暂无人员伤亡。持续关注，愿平安！#重庆涪陵山火仍在扑救中##涪陵山火# @看成都 L看成都的微博视频 ?,blue,0,2,5
鲸鸿的秋天,08月17日 23:33,//weibo.com/6705405748/M1vAYigxI?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿消防员们平安归来 ?,yellow,0,0,0
虞瑰山茶_,08月17日 23:33,//weibo.com/6364649502/M1vAX8vOD?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安?? ?,yellow,0,0,1
陈哲远刚刚突然翻牌,08月17日 23:33,//weibo.com/6106594624/M1vAWaSg8?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安！ ?,yellow,0,0,0
什么海是什么海,08月17日 23:33,//weibo.com/7781730728/M1vAUnjIg?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#祝愿平安 ?,yellow,0,0,0
想有很多头发,08月17日 23:33,//weibo.com/1800416395/M1vATv9Gt?refer_flag=1001030103_,#重庆涪陵突发山火#愿平安 ?,yellow,0,0,0
香菜小面包不吃肉,08月17日 23:33,//weibo.com/3239175171/M1vAThXld?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#平平安安? ?,yellow,0,0,0
南充政法,08月17日 23:33,//weibo.com/5522399953/M1vASoKfk?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报记者刘新吾）  L人民日报的微博视频 ???,blue,0,0,0
抹茶小璇子·,08月17日 23:33,//weibo.com/5325241711/M1vAS1DxK?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安? ?,yellow,0,0,0
美幺幺,08月17日 23:33,//weibo.com/1151450093/M1vAPlUNL?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#希望没有人员伤亡 川渝人都平安? ?,yellow,0,0,1
成都交通文艺广播,08月17日 23:33,//weibo.com/2164096520/M1vAPqjoM?refer_flag=1001030103_,#涪陵山火#【#重庆涪陵山火仍在扑救中# 愿平安！】今天下午，重庆市涪陵区城区周边发生山火。重庆市消防救援总队表示，目前山火仍在扑救过程中，暂无人员伤亡。持续关注，愿平安！@央视新闻 L央视新闻的微博视频 ?,blue,0,0,1
我的昵称不记得了,08月17日 23:33,//weibo.com/6608447499/M1vAP7Bxc?refer_flag=1001030103_,#重庆涪陵突发山火#： 8月17日晚，重庆涪陵北山坪突发山火。 网传视频显示，火焰蔓延半边山坡，现场浓烟滚滚。重庆市消防救援总队表示，目前山火仍在扑救中，暂无人员伤亡。 愿平安? L我的昵称不记得了的微博视频 ?,yellow,4,2,12
WS偏执狂,08月17日 23:33,//weibo.com/7462193109/M1vAKFqkl?refer_flag=1001030103_,重庆涪陵大梁山和北山坪发生山火，火光映红失火山坡。 #涪陵山火#L承包笑点的微博视频 ?,yellow,2,5,8
饺子饼干,08月17日 23:33,//weibo.com/7305489845/M1vAK7k2W?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#注意安全。辛苦了。 ?,yellow,0,0,1
Linda呀0804,08月17日 23:33,//weibo.com/5335820238/M1vAJaMBN?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中##涪陵山火# 怎么样了啊，我在体育馆这边，看不到火势，大家都要平安啊??? ?,yellow,0,9,0
一手Video,08月17日 23:33,//weibo.com/5943595658/M1vAJ9GzH?refer_flag=1001030103_,【#重庆消防回应暂无人员伤亡#】8月17日，重庆涪陵。据央视新闻消息，17日下午，重庆市涪陵区城区周边发生山火。重庆市消防救援总队表示，目前山火仍在扑救过程中，暂无人员伤亡。当地网友发布视频显示，火焰蔓延半边山坡，现场浓烟滚滚。很多网友纷纷给“涪陵消防119”留言，一定要平安归来！ #涪陵山火#L九派新闻的微博视频 收起d,blue,0,0,2
小霖柒的,08月17日 23:33,//weibo.com/7756122136/M1vAI3fJL?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#一定一定要平安 ?,yellow,0,0,0
嗑氪柯我可以,08月17日 23:33,//weibo.com/7590387677/M1vAI13yk?refer_flag=1001030103_,#重庆涪陵突发山火# 愿所有人平安??? ?,yellow,0,0,3
归来日每斜,08月17日 23:33,//weibo.com/2439110683/M1vAGyncF?refer_flag=1001030103_,#涪陵山火#重庆真的太热了，愿平安??? ?,yellow,0,0,0
众星皆尘埃,08月17日 23:33,//weibo.com/7208640224/M1vAF3JsB?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#  一定要平平安安啊 ?,yellow,0,0,1
兰州西固检察,08月17日 23:32,//weibo.com/6040548110/M1vAACEhB?refer_flag=1001030103_,【森林发生火灾如何逃生】森林火灾发生后，火势因受地形、植被、气候等因素的影响而瞬息万变，险情哪怕是专业的救火队员，都难以预料，面对突如其来的危险，想要成功逃生，关键是要想办法逃开高危火环境、迅速避险。  ???据人民日报～#涪陵山火##重庆涪陵突发山火#，救援人员都要平安转给更多人 收起d,blue,0,0,0
内江邑网通,08月17日 23:32,//weibo.com/6473499337/M1vAtdmQ9?refer_flag=1001030103_,据央视新闻客户端消息，8月17日下午，涪陵区城区周边发生山火。重庆市消防救援总队表示，目前山火仍在扑救过程中，重庆市应急管理局回应记者称暂无人员伤亡。 2重庆 ?,yellow,0,0,0
慧慧妹Unparalleled,08月17日 23:32,//weibo.com/5242359544/M1vArt6P3?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中# ?,yellow,0,0,0
重生之我是抛物线,08月17日 23:32,//weibo.com/7226885306/M1vArpNGa?refer_flag=1001030103_,#涪陵山火#真的烧得很大 我朋友他们那老远都能看到火光冲天 希望都能平安 重庆这天气真的太热了? ?,yellow,0,0,0
夜来呀呀呀,08月17日 23:32,//weibo.com/7193272720/M1vAmbcsy?refer_flag=1001030103_,#重庆涪陵突发山火#我靠，火也太大了吧，希望去救火的人都能平安！！ ?,yellow,0,0,0
你是哪个土拨鼠,08月17日 23:32,//weibo.com/2930194271/M1vAldzGS?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#平安归来 ?,yellow,0,0,0
武汉新闻广播,08月17日 23:32,//weibo.com/2286386250/M1vAkpPfb?refer_flag=1001030103_,#涪陵山火#【#重庆涪陵山火仍在扑救中# 愿平安！】今天下午，重庆市涪陵区城区周边发生山火。据了解，目前山火仍在扑救过程中，暂无人员伤亡。持续关注，愿平安！（央视新闻）L央视新闻的微博视频 ?,blue,0,0,1
努力奋斗地小柳,08月17日 23:32,//weibo.com/6478253540/M1vAiA3EQ?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#救援人员注意安全，那么热的天气 ?,yellow,0,0,1
重庆邑网通分站区域,08月17日 23:32,//weibo.com/7745222511/M1vAc6dJJ?refer_flag=1001030103_,据央视新闻客户端消息，8月17日下午，涪陵区城区周边发生山火。重庆市消防救援总队表示，目前山火仍在扑救过程中，重庆市应急管理局回应记者称暂无人员伤亡。 2重庆 ?,yellow,0,0,1
真是一锅菜,08月17日 23:31,//weibo.com/1988680365/M1vA5zXSR?refer_flag=1001030103_,#重庆涪陵突发山火#天啊，天啊 ?,yellow,0,2,0
Blue_Bubble0904,08月17日 23:31,//weibo.com/7603496051/M1vA52WWm?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#我现生朋友住在附近都要吓死了 下场雨吧每个人都要平安啊 ?,yellow,0,0,0
净净不太甜喔,08月17日 23:31,//weibo.com/6195064826/M1vA4qdvi?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中# 愿涪陵一切平安 消防战士平安归来???? ?,yellow,0,0,0
草莓红藤桥,08月17日 23:31,//weibo.com/7195459537/M1vA01ywP?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#一定要平安啊！ ?,yellow,0,0,1
江西应急管理,08月17日 23:31,//weibo.com/3229855652/M1vzZ8jHq?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。@人民日报 L人民日报的微博视频 ???,blue,0,0,1
梨视频,08月17日 23:31,//weibo.com/6004281123/M1vzYtoOY?refer_flag=1001030103_,【#重庆消防回应暂无人员伤亡#】8月17日，重庆涪陵。据央视新闻消息，17日下午，重庆市涪陵区城区周边发生山火。重庆市消防救援总队表示，目前山火仍在扑救过程中，暂无人员伤亡。当地网友发布视频显示，火焰蔓延半边山坡，现场浓烟滚滚。很多网友纷纷给“涪陵消防119”留言，一定要平安归来！ #涪陵山火#L九派新闻的微博视频 收起d,blue,1,3,17
黎原清心,08月17日 23:31,//weibo.com/3195882651/M1vzXjDZo?refer_flag=1001030103_,投资需要领路人#涪陵山火#【#重庆涪陵山火仍在扑救中# 愿平安！】今天下午，重庆市涪陵区城区周边发生山火。据了解，目前山火仍在扑救过程中，暂无人员伤亡。持续关注，愿平安！（总台记者伍黎明 杨洋）L央视新闻的微博视频 ?黎原以为，不下雨防火，下雨防洪，基层干部职工不容易。 ?,yellow,0,0,0
Odysseus__5,08月17日 23:31,//weibo.com/1804451453/M1vzVhLGm?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#黑黢麻孔滴 看逗看不倒 还一直像拍电影啷个吹风 望平安啊 ?,yellow,0,0,0
四川观察,08月17日 23:31,//weibo.com/3203137375/M1vzSyM7W?refer_flag=1001030103_,【#重庆涪陵山火不止一处#】8月17日，重庆涪陵山火不止一处，周边群众紧急撤离，消防正在救援，暂无人员伤亡。愿平安！#重庆涪陵山火最新情况##涪陵山火# L四川观察的微博视频 ?,blue,39,63,338
塞思齐,08月17日 23:31,//weibo.com/5941205873/M1vzR9BrY?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#希望没有人员伤亡，最近气温太高了，平安 ?,yellow,0,0,0
海外狗别乱叫,08月17日 23:31,//weibo.com/5580771747/M1vzPiJrq?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#消防员注意安全 天气炎热 辛苦了 ?,yellow,0,0,0
体育-科代表,08月17日 23:31,//weibo.com/6194730339/M1vzO91A7?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中##重庆涪陵突发山火# 2022年8月17日下午，重庆涪陵区城区周边发生山火。重庆市消防救援总队表示，山火仍在扑救过程中，重庆市应急管理局回应记者称暂无人员伤亡。火势好猛，又属于城区，希望消防官兵和群众都能安然无恙！??拜托 L开关光关开光关光的微博视频 ?,gold,11,13,258
利刃空天,08月17日 23:30,//weibo.com/6209092845/M1vzK5eK0?refer_flag=1001030103_,#涪陵山火##重庆涪陵突发山火#8月17日晚，重庆市涪陵区城区周边发生山火。重庆市消防救援总队表示，目前山火仍在扑救过程中，暂无人员伤亡。愿平安！?（总台央视记者伍黎明 杨洋） L利刃空天的微博视频 ???,gold,0,0,2
幸福并感激着7,08月17日 23:30,//weibo.com/2465094062/M1vzJtBlM?refer_flag=1001030103_,#重庆涪陵突发山火#愿平安！特别是消防员，都要平平安安！ ?,yellow,0,0,0
吻文奶团子W,08月17日 23:30,//weibo.com/6442574733/M1vzJswlI?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安? ?,yellow,0,0,0
哈皮范,08月17日 23:30,//weibo.com/1589768193/M1vzJaVhQ?refer_flag=1001030103_,#重庆山火#今年不妙 ?,yellow,0,0,0
被风吹起的小呆毛,08月17日 23:30,//weibo.com/5023803589/M1vzIdhk7?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#平安平安???? ?,yellow,0,0,0
广铁集团广九客运段,08月17日 23:30,//weibo.com/2627322332/M1vzC6wUV?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报记者刘新吾）  L人民日报的微博视频 ?,blue,0,0,0
太子会说话了吗,08月17日 23:30,//weibo.com/7772886728/M1vzzmpWR?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#注意安全?平安回来！ ?,yellow,0,0,0
是小柯基啊嘿,08月17日 23:30,//weibo.com/5223785918/M1vzyeTLN?refer_flag=1001030103_,#重庆涪陵突发山火#平平安安??? ?,yellow,0,0,0
青海在线网官微,08月17日 23:30,//weibo.com/6568582221/M1vzyatvn?refer_flag=1001030103_,#涪陵山火#【愿平安！#重庆涪陵山火救援现场#】#消防全力扑救涪陵山火#8月17日下午，重庆市涪陵区城区周边发生山火。火光中，消防正全力扑救。重庆市消防救援总队表示，目前山火仍在扑救过程中。愿平安！ L封面新闻的微博视频 ???,yellow,1,0,0
九亿少年的梦Mars,08月17日 23:30,//weibo.com/7215496433/M1vzx1PXO?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#这是现在的样子，我圈出来的是再次复燃的火，之前本来灭了的 ?,yellow,0,27,26
愚蠢的奶酪,08月17日 23:30,//weibo.com/6586238104/M1vzwp7Xp?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#希望平安，还有，这雨能不能向有需要的地方溜达，不要赖在河北了 ?,yellow,0,2,6
怜南南南,08月17日 23:30,//weibo.com/6126640741/M1vzvehkD?refer_flag=1001030103_,#涪陵山火#愿消防员平安，愿重庆人民平安? ?,yellow,0,0,0
nonokaC酱,08月17日 23:29,//weibo.com/6870967349/M1vzniRvv?refer_flag=1001030103_,#涪陵山火#火光里的英雄平平安安? #重庆涪陵山火仍在扑救中#平安，平安，一定要平安归来 ?,yellow,0,7,22
陇南交警,08月17日 23:29,//weibo.com/1861104360/M1vzn0acE?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报记者刘新吾）  L人民日报的微博视频 ???,blue,0,0,1
蓝旗电影,08月17日 23:29,//weibo.com/2727908715/M1vzhBqB2?refer_flag=1001030103_,#涪陵山火#重庆市涪陵区常住人口为111.5万人 ?,yellow,0,0,1
朱喵喵YL,08月17日 23:29,//weibo.com/5023973776/M1vzhjPQT?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安 ?,yellow,0,0,0
哈哈哈1234567891012,08月17日 23:29,//weibo.com/7455085871/M1vzfgSB0?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#前几天鬼节，，。上坟烧纸的人会有报应的。天天让你文明祭祖就是不听 ?,yellow,0,0,0
夏日炎炎真的好甜,08月17日 23:29,//weibo.com/1495517297/M1vzepONm?refer_flag=1001030103_,#涪陵山火# 又热又起火 真的是雪上加霜了 （又是雪又是霜的希望能带给重庆一丝丝清凉） ?,yellow,0,2,4
蜀國小帥,08月17日 23:29,//weibo.com/3557541162/M1vzdg4Dt?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中# #涪陵山火# 重庆市涪陵区城区周边发生山火。愿平安? L蜀國小帥的微博视频 ?,yellow,0,0,1
樱织的漠花,08月17日 23:29,//weibo.com/1630839031/M1vzaiLVs?refer_flag=1001030103_,#重庆涪陵突发山火#下点雨吧，真不行了? ?,yellow,0,1,7
茗知是这样的,08月17日 23:29,//weibo.com/6265853433/M1vz9pwMS?refer_flag=1001030103_,#涪陵山火#重庆这温度烧起来得了啊，山上的树早就被晒干了，一碰火星子就着，希望所有救火人员平平安安? ?,yellow,0,0,0
Zz小元,08月17日 23:29,//weibo.com/5671734311/M1vz991B4?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#我的天呐。。。。一定一定要安全 ?,yellow,0,0,7
BOOM视频,08月17日 23:29,//weibo.com/6969117632/M1vz8rSVB?refer_flag=1001030103_,#遇到山火怎么办# 【夏季家庭防火安全常识】重庆最高气温达到44.4℃，家庭用电量增大，发生火灾的危险性增大，倘若麻痹大意、缺乏消防常识，就可能带来不必要的损失。（漯河消防）L漯河消防的微博视频 ?,blue,1,0,1
兰州西固检察,08月17日 23:29,//weibo.com/6040548110/M1vz5uyVv?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】据@人民日报 消息，记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。L人民日报的微博视频 #涪陵山火# ?,blue,0,0,0
_非卖品_,08月17日 23:29,//weibo.com/1780302301/M1vz2k3HK?refer_flag=1001030103_,#涪陵山火#一定一定一定要注意安全！！！重庆这么热的天 ?,yellow,0,0,0
成都商报,08月17日 23:29,//weibo.com/1700648435/M1vyZ6fia?refer_flag=1001030103_,#涪陵山火最新情况#【现场直击！重庆涪陵突发山火】8月17日晚，重庆市涪陵区城区周边发生山火。重庆市消防救援总队表示，目前山火仍在扑救过程中，暂无人员伤亡。红星直播现场直击。 成都商报的微博直播 ?,blue,0,15,35
紫水晶芯芯,08月17日 23:28,//weibo.com/5035381229/M1vyXiEUW?refer_flag=1001030103_,#涪陵山火#那啥萧敬腾能去一趟重庆吗？太难了，这么热的天，消防员还要救火，太难了??? ?,yellow,0,0,0
资阳消防,08月17日 23:28,//weibo.com/2647281473/M1vyWqx1m?refer_flag=1001030103_,资资话消防【山火爆燃有多可怕？这条视频告诉你】森林火灾受风力风向突变影响，突发林火爆燃。林火爆燃通常指爆炸性燃烧，和“轰燃”相近，往往发生突然，会瞬间形成巨大火球、蘑菇云，温度极高。山火爆燃到底有多可怕？这条视频告诉你↓↓ #涪陵山火##重庆涪陵山火仍在扑救中# L上海消防的微博视频 收起d,blue,15,106,103
金融投资报,08月17日 23:28,//weibo.com/1878561790/M1vyVv6aT?refer_flag=1001030103_,#涪陵山火##涪陵山火#【#重庆涪陵山火仍在扑救中# 愿平安！】今天下午，重庆市涪陵区城区周边发生山火。据了解，目前山火仍在扑救过程中，暂无人员伤亡。（央视新闻）L央视新闻的微博视频 ?,yellow,1,1,0
红星新闻,08月17日 23:28,//weibo.com/6105713761/M1vyU4R7S?refer_flag=1001030103_,#涪陵山火最新情况#【现场直击！重庆涪陵突发山火】8月17日晚，重庆市涪陵区城区周边发生山火。重庆市消防救援总队表示，目前山火仍在扑救过程中，暂无人员伤亡。红星直播现场直击。#涪陵官方回应山火情况# #涪陵消防平安归来# 红星新闻的微博直播 ?,blue,11,8,128
左个右妔,08月17日 23:28,//weibo.com/6369435223/M1vyR4fk8?refer_flag=1001030103_,#涪陵山火#唉。。今年的重庆真的难过 ?,yellow,0,0,0
今天就吃三个饼,08月17日 23:28,//weibo.com/6470866287/M1vyQc5JE?refer_flag=1001030103_,#重庆涪陵突发山火#愿平安！快下暴雨吧 ?,yellow,0,0,2
骑鱼过海的蓝猫,08月17日 23:28,//weibo.com/3147295334/M1vyQ8O58?refer_flag=1001030103_,#重庆涪陵突发山火#救命，每次看到山火，什么大火的心里就一紧 愿消防战士们都平安归来??? ?,yellow,0,0,0
网易号,08月17日 23:28,//weibo.com/3231534372/M1vyNvhjT?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。  L人民日报的微博视频 ?,blue,0,0,0
央视一套,08月17日 23:28,//weibo.com/2024623547/M1vyLp08S?refer_flag=1001030103_,#涪陵山火#【#重庆涪陵山火仍在扑救中# 愿平安！】今天下午，重庆市涪陵区城区周边发生山火。重庆市消防救援总队表示，目前山火仍在扑救过程中，暂无人员伤亡。持续关注，愿平安！@央视新闻 L央视新闻的微博视频 ?,blue,12,10,20
小鞠的小灵儿,08月17日 23:28,//weibo.com/6178395201/M1vyKgmrK?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#一定平安归来都要涪陵是个山清水秀的地方希望山火快灭了吧??? ?,yellow,0,0,7
寰亚SYHP,08月17日 23:28,//weibo.com/5393135816/M1vyFuod0?refer_flag=1001030103_,#重庆涪陵突发山火##涪陵山火#8月17日晚，重庆涪陵北山坪突发山火，火焰蔓延半边山坡。 L寰亚SYHP的微博视频 ?,gold,25,97,365
没有名字的猹儿,08月17日 23:28,//weibo.com/7488592382/M1vyEkEon?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#涪陵朋友们现在火势怎么样啊？大家一定要注意安全 ?,yellow,0,20,12
印尼马来西亚燕窝-霞霞,08月17日 23:28,//weibo.com/3907358503/M1vyDc011?refer_flag=1001030103_,#重庆涪陵突发山火#实在是太热太热，起山?了，又要辛苦消防官兵了?? ?,yellow,0,0,0
