,微博用户名,发布时间,微博链接,微博内容,认证标志,转发数,评论数,点赞数
1083,皆坦途EW,2022年08月22日 03:54,//weibo.com/5983421590/M290Uq4Cv?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#希望有心之人都来这词条，把这条顶上去，帮助宣传招募志愿者的事情而不是去上面的词条骂人，不知道在想什么 ​,ip,0,1,5
1084,狗啃a屎,2022年08月22日 03:54,//weibo.com/5885247643/M290TgkST?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#平平安安 ​,None,0,0,0
1085,婕健,2022年08月22日 03:54,//weibo.com/1460476223/M290QDV39?refer_flag=1001030103_,#官方辟谣重庆部分区域用电全停##重庆部分区域用电全停消息不实# 据@重庆日报 21日消息：国网重庆市区供电公司发布《特别申明》：8月21日，互联网广泛传播接市区供电公司紧急通知：因江津支坪仁坨山火迅速蔓延，即将危及到珞璜电厂及其输电线路，政府正在有序安排珞璜及周边区域居民紧急疏散，一但危及到发电站及配电设施，市电力公司将下达大区停电的命令，主要涉及九龙坡大渡口等区域，届时工业和居民用电将全停的信息。经核实，我单位专业管理部门和个人从未向外界发布此类信息，请大家不信谣，不传谣，相信电力部门会妥善预防和处置火情对电力设施带来的影响，保障安全供电。 L婕健的微博视频 收起d,yellow,0,0,0
1086,狗啃a屎,2022年08月22日 03:54,//weibo.com/5885247643/M290QhV9h?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#加油加油 ​,None,0,0,0
1087,xuan是璇,2022年08月22日 03:54,//weibo.com/7616929944/M290P5Zb9?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#wb你真行 ​,None,0,0,2
1088,T10rr,2022年08月22日 03:54,//weibo.com/5953928891/M290Oulpm?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#大家都很累了 ​,None,0,0,0
1089,小君的海洋,2022年08月22日 03:54,//weibo.com/1422085741/M290O0E3v?refer_flag=1001030103_,#重庆山火#要一切平安🙏 ​,None,0,0,1
1090,itsVV_,2022年08月22日 03:54,//weibo.com/7413907141/M290Mtzgb?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#这种时候还想着压热搜是怎么想的？国家大事面前我们每个人都有义务献出一份力，我们不能冲在前线，那我们可以让更多人知道这件事，来帮助他们，是你一个中国人本应该做到的，还在压热搜干什么？？？yxh这些能不能出来说说话！！！！顶一下！！！ ​,ip,0,0,0
1091,婧婧不次糖c,2022年08月22日 03:54,//weibo.com/5910757700/M290Lzea2?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#🙏🙏🙏🙏🙏🙏 ​,ip,0,0,0
1092,连鲤的金鱼,2022年08月22日 03:54,//weibo.com/5605916695/M290JblXu?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#渣浪再压这个热搜，真尼玛离谱 ​,None,0,0,4
1093,乘风少年dd,2022年08月22日 03:54,//weibo.com/7480189335/M290HoStp?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#upupup ​,ip,0,0,0
1094,棣一眼的心动,2022年08月22日 03:54,//weibo.com/6590117452/M290Ex3PG?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者# ​,None,0,0,0
1095,狗啃a屎,2022年08月22日 03:54,//weibo.com/5885247643/M290EsF8h?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#挺住 ​,None,0,0,0
1096,狗啃a屎,2022年08月22日 03:54,//weibo.com/5885247643/M290C5STx?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#加油 ​,None,0,0,0
1097,994_8U,2022年08月22日 03:54,//weibo.com/5656562213/M290C6ZbW?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#平平安安！ ​,None,0,0,0
1098,扶桑dg,2022年08月22日 03:54,//weibo.com/2952891450/M290BwrFC?refer_flag=1001030103_,#重庆山火#渝北照母山这边半夜直接被气味整醒，味道真的好大 ​,None,0,0,1
1099,肖念博5,2022年08月22日 03:54,//weibo.com/6641142779/M290BdKpE?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#我在这盯了两个多小时 你有没有心 还在降！！！！！ ​,None,0,0,0
1100,利歪的刀,2022年08月22日 03:54,//weibo.com/7447608155/M290AFphO?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#upup！上去！ ​,None,0,0,0
1101,裳白狸,2022年08月22日 03:54,//weibo.com/5736959404/M290ADcNP?refer_flag=1001030103_,东方青苍救命呀🆘请月尊施法下雨#重庆巴南山火当地紧急招募志愿者##重庆山火#  ​​​ 2重庆 ​,None,0,0,0
1102,璐neey,2022年08月22日 03:54,//weibo.com/7576335304/M290Akvzd?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#累了呀 国家大事你降个屁 有病吗渣浪 ​,None,0,0,0
1103,番茄味小熊猫,2022年08月22日 03:54,//weibo.com/5992320852/M290A1Omt?refer_flag=1001030103_,#重庆山火#风太大 余烬到处飘，关上所有门窗还是能闻到烧焦的味道，熏到我把头钻冰箱里呼吸，像一块待秋的腊肉这烂天气 要么旱死要么涝死 就不能均匀点吗 ​,None,0,0,0
1104,狗啃a屎,2022年08月22日 03:54,//weibo.com/5885247643/M290zaLNC?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#愿平安 ​,None,0,0,0
1105,小曦才三岁,2022年08月22日 03:54,//weibo.com/7403953547/M290z9FCF?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#upupup！！ ​,None,0,0,1
1106,mayyoule,2022年08月22日 03:54,//weibo.com/7649554433/M290xFTjl?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#别降了🙏🙏快上去啊 ​,None,0,0,0
1107,我是猫背,2022年08月22日 03:54,//weibo.com/2131284905/M290x6H8Q?refer_flag=1001030103_,#重庆山火#噩梦惊醒起来喝水，随便到阳台看了下，闻到了焦味，坐标江北区呀～我还以为自己错觉了，看了wb才知道很多人都闻到了🙏🙏 ​,None,0,4,9
1108,994_8U,2022年08月22日 03:53,//weibo.com/5656562213/M290vljHg?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#加油 ​,None,0,0,0
1109,棣久天长飞,2022年08月22日 03:53,//weibo.com/5400744450/M290vkdvr?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#平平安安，大家听指挥，不要贸然行动 ​,ip,0,0,0
1110,狗啃a屎,2022年08月22日 03:53,//weibo.com/5885247643/M290u9nzk?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#加油 ​,None,0,0,0
1111,Cc-ddddd,2022年08月22日 03:53,//weibo.com/7776073336/M290t0JVt?refer_flag=1001030103_,#重庆巴南山火当地紧急招募志愿者#能不能行？别降rs行不行 ​,None,0,0,0
