,微博用户名,发布时间,微博链接,微博内容,认证标志,转发数,评论数,点赞数,
8980,陕西都市快报,08月20日 17:15,//weibo.com/1915671961/M1Vp1t7UH?refer_flag=1001030103_,【#重庆涪陵南川山火起火原因查明#】重庆4起山火明火先后于8月19日13时、17时，8月20日8时、8时10分被全部扑灭，无人员伤亡。涪陵区起火原因初步查明分别为原住老人烧野蜂包和民用电线在高温大风下断裂起火。南川区起火原因初步分析为干燥枯枝落叶高温自燃和一企业电力专线负荷过大自燃。（央广网）L红星视频的微博视频 收起d,blue,0,0,0,161
8981,经视观澜,08月20日 17:15,//weibo.com/7606192706/M1VoVgTPv?refer_flag=1001030103_,发布了头条文章：《山火肆虐！重庆村医问诊森林》  O山火肆虐！重庆村医问诊森林 ?,None,0,0,0,41
8982,重庆最快事,08月20日 17:07,//weibo.com/2166269875/M1VlNExAv?refer_flag=1001030103_,#重庆涪陵南川山火明火已全部扑灭# 烧野蜂和电线起火导致 ?,yellow,0,0,0,30
8983,再爱我一次可以嘛,08月20日 17:07,//weibo.com/7545719627/M1VlExdA5?refer_flag=1001030103_,分享网易新闻《重庆涪陵和南川山火明火已全部扑灭 无人员伤亡 》 O网页链接 来自@网易新闻客户端 #网易新闻# ?,None,0,0,0,57
8984,中国交通广播,08月20日 17:05,//weibo.com/2789194754/M1VkCpWqh?refer_flag=1001030103_,【#重庆涪陵南川山火起火原因查明#】重庆4起山火明火先后于8月19日13时、17时，8月20日8时、8时10分被全部扑灭，无人员伤亡。涪陵区起火原因初步查明分别为原住老人烧野蜂包和民用电线在高温大风下断裂起火。南川区起火原因初步分析为干燥枯枝落叶高温自燃和一企业电力专线负荷过大自燃。L红星视频的微博视频 收起d,blue,0,0,0,156
8985,重庆长安网,08月20日 17:00,//weibo.com/6042990975/M1ViCz0qP?refer_flag=1001030103_,【涪陵南川山火明火已全部扑灭 无人员伤亡】8月17日、18日，涪陵区和南川区相继突发山火，市、区两级救援力量立即开展灭火救援工作。截至8月20日8时许，4起火灾现场明火均已扑灭，无人员伤亡。 据了解，8月17日18时28分许、20时30分许，涪陵区荔枝街道、江北街道辖区山林突发山火。8月18日10时26分许、13时37分许，南川区神童镇、三泉镇辖区山林也发生山火。 山火发生后，市委、市政府高度重视扑救工作，主要领导第一时间做出安排部署，迅速成立扑救指挥部，统一调度扑救工作，调配市应急航空救援总队和市区两级专业应急救援、森林消防人员及设备，组织当地武警消防等3000余人开展科学扑救作业。由于重庆持续高温导致山林内植被干枯易燃，加之4起山火现场均为山地，地势陡峭、风力大，扑救难度大、时间长。经市区两级救援力量奋力扑救，4起山火明火先后于8月19日13时、17时，8月20日8时、8时10分被全部扑灭，无人员伤亡，周边民房均未受影响。经初步清理统计，涪陵区两起山火预估过火面积约500亩和300亩，起火原因初步查明分别为原住老人烧野蜂包和民用电线在高温大风下断裂起火。南川区两起山火预估过火面积约55亩和75亩，起火原因初步分析为干燥枯枝落叶高温自燃和一企业电力专线负荷过大自燃。目前，当地救援人员正在进行余火烟点清除和巡查观测，防止火灾复燃。#重庆# 收起d,blue,0,2,2,582
8986,杭州网,08月20日 17:00,//weibo.com/1036713140/M1ViAuVy1?refer_flag=1001030103_,【#重庆涪陵南川山火起火原因查明# 】#重庆涪陵突发山火# 重庆4起山火明火先后于8月19日13时、17时，8月20日8时、8时10分被全部扑灭，无人员伤亡。涪陵区起火原因初步查明分别为原住老人烧野蜂包和民用电线在高温大风下断裂起火。南川区起火原因初步分析为干燥枯枝落叶高温自燃和一企业电力专线负荷过大自燃。（华龙网）L红星视频的微博视频 收起d,blue,0,0,3,173
8987,本能漂移,08月20日 18:59,//weibo.com/6720768597/M1W4Xahqs?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#消防员辛苦了 ?,ip,0,0,0,27
8988,火锅油碟一定要有蒜,08月20日 18:58,//weibo.com/5247431063/M1W4KsSjK?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#这两天真的辛苦消防员和志愿者者了，这温度只有重庆人民才能感受到多痛苦 ?,ip,0,0,2,55
8989,追着光的小家伙,08月20日 18:58,//weibo.com/7483111972/M1W4Huu4k?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#辛苦消防员和各位热心的市民朋友们平安万福 ?,ip,0,0,0,41
8990,狐野川藤_,08月20日 18:58,//weibo.com/7477599033/M1W4F8MHN?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#已阅 ?,yellow,0,0,0,23
8991,河南消防,08月20日 18:58,//weibo.com/2106558073/M1W4B1JAM?refer_flag=1001030103_,【#重庆涪陵南川山火起火原因查明#】重庆4起山火明火先后于8月19日13时、17时，8月20日8时、8时10分被全部扑灭，无人员伤亡。涪陵区起火原因初步查明分别为原住老人烧野蜂包和民用电线在高温大风下断裂起火。南川区起火原因初步分析为干燥枯枝落叶高温自燃和一企业电力专线负荷过大自燃。（华龙网）L红星视频的微博视频 收起d,blue,48,35,78,161
8992,平安达州,08月20日 18:57,//weibo.com/3443851640/M1W4ksGJA?refer_flag=1001030103_,【#重庆涪陵区南川区山火明火已全部扑灭#】#重庆涪陵区南川区4起山火无人员伤亡#8月17日、18日，重庆涪陵区和南川区相继突发山火。截至8月20日8时许，4起火灾现场明火均已被扑灭，无人员伤亡。经初步清理统计，涪陵区两起山火预估过火面积约500亩和300亩，起火原因初步查明分别为原住老人烧野蜂包和民用电线在高温大风下断裂起火。南川区两起山火预估过火面积约55亩和75亩，起火原因初步分析为干燥枯枝落叶高温自燃和一企业电力专线负荷过大自燃。目前，当地救援人员正在进行余火烟点清除和巡查观测，防止火灾复燃。（央视新闻客户端） 收起d,blue,0,2,1,265
8993,亨利520520,08月20日 18:56,//weibo.com/7439946858/M1W406BuB?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#最好的消息? ?,yellow,0,0,3,27
8994,江苏消防,08月20日 18:56,//weibo.com/2258717480/M1W3N6vXW?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#【山火多可怕？这部根据真实事件改编的电影告诉你】森林火灾受风力风向突变影响，突发林火爆燃。山火爆燃到底有多可怕？电影《勇往直前》根据美国真实事件拍摄，20名格拉尼特山高手队尖刀消防员，在扑救一场森林火灾中19人牺牲。  L江苏消防的微博视频 ?,blue,7,10,28,141
8995,这不知道是第几个,08月20日 18:56,//weibo.com/7376440923/M1W3Gy2Vh?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭# 祝愿快点好起来??? ?,None,0,0,0,32
8996,玱珩,08月20日 18:55,//weibo.com/1514296703/M1W3AFBHU?refer_flag=1001030103_,#重庆涪陵南川山火明火已全部扑灭# 向参与一线灭火的勇士点赞#涪陵山火##玱珩地图# ???,None,0,1,2,46
8997,城乡看点,08月20日 18:55,//weibo.com/7358186306/M1W3kopZ9?refer_flag=1001030103_,发布了头条文章：《??网曝山火肆虐！重庆村医问诊森林》  O??网曝山火肆虐！重庆村医问诊森林 ?,None,0,0,0,49
8998,祁连山林区人民检察院,08月20日 18:54,//weibo.com/5647536118/M1W38BkUp?refer_flag=1001030103_,【#重庆涪陵区南川区山火明火已全部扑灭#】#重庆涪陵区南川区4起山火无人员伤亡#8月17日、18日，重庆涪陵区和南川区相继突发山火。截至8月20日8时许，4起火灾现场明火均已被扑灭，无人员伤亡。经初步清理统计，涪陵区两起山火预估过火面积约500亩和300亩，起火原因初步查明分别为原住老人烧野蜂包和民用电线在高温大风下断裂起火。南川区两起山火预估过火面积约55亩和75亩，起火原因初步分析为干燥枯枝落叶高温自燃和一企业电力专线负荷过大自燃。目前，当地救援人员正在进行余火烟点清除和巡查观测，防止火灾复燃。（央视新闻客户端）@中国新闻网 收起d,blue,0,0,0,271
8999,开阳县检察院,08月20日 18:54,//weibo.com/3196346062/M1W33hf38?refer_flag=1001030103_,【#重庆涪陵区南川区山火明火已全部扑灭#】#重庆涪陵区南川区4起山火无人员伤亡# ?,blue,4,4,2,42
9000,岳瑞霏1227,08月20日 18:54,//weibo.com/3898106277/M1W2YgX3q?refer_flag=1001030103_,重庆南川中桥乡普陀村的几个孩子发现山火迹象后：呼救、打119、打湿裤子去灭火，小男孩刘海被烧卷（视频完整版）。建议重庆南川区对这几个孩子进行表彰，你们真棒！也要多科普遇到山火时的安全知识。#少年野外遇火情脱裤子装水灭火##重庆涪陵区南川区山火明火已全部扑灭# L说好的5872的微博视频 ?,gold,3,4,15,145
9001,陕西都市快报,08月20日 18:53,//weibo.com/1915671961/M1W2v1Raj?refer_flag=1001030103_,【#重庆涪陵区南川区山火明火已全部扑灭#】#重庆涪陵区南川区4起山火无人员伤亡#8月17日、18日，重庆涪陵区和南川区相继突发山火。截至8月20日8时许，4起火灾现场明火均已被扑灭，无人员伤亡。经初步清理统计，涪陵区两起山火预估过火面积约500亩和300亩，起火原因初步查明分别为原住老人烧野蜂包和民用电线在高温大风下断裂起火。南川区两起山火预估过火面积约55亩和75亩，起火原因初步分析为干燥枯枝落叶高温自燃和一企业电力专线负荷过大自燃。目前，当地救援人员正在进行余火烟点清除和巡查观测，防止火灾复燃。（央视新闻客户端） 收起d,blue,0,0,0,265
9002,SimonRock,08月20日 18:53,//weibo.com/1732028757/M1W2up7fJ?refer_flag=1001030103_,【#重庆涪陵区南川区山火明火已全部扑灭#】#重庆涪陵区南川区4起山火无人员伤亡#8月17日、18日，重庆涪陵区和南川区相继突发山火。截至8月20日8时许，4起火灾现场明火均已被扑灭，无人员伤亡。经初步清理统计，涪陵区两起山火预估过火面积约500亩和300亩，起火原因初步查明分别为原住老人烧野蜂包和民用电线在高温大风下断裂起火。南川区两起山火预估过火面积约55亩和75亩，起火原因初步分析为干燥枯枝落叶高温自燃和一企业电力专线负荷过大自燃。目前，当地救援人员正在进行余火烟点清除和巡查观测，防止火灾复燃。（央视新闻） 收起d,None,0,0,0,262
9003,跺跺脚撒娇,08月20日 18:52,//weibo.com/7144805141/M1W2ikrH6?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#太好了，还好没有人员伤亡 ?,ip,0,0,2,33
9004,广西反邪教,08月20日 18:52,//weibo.com/5885640466/M1W2akDET?refer_flag=1001030103_,【#重庆涪陵区南川区山火明火已全部扑灭#】#重庆涪陵区南川区4起山火无人员伤亡#8月17日、18日，重庆涪陵区和南川区相继突发山火。截至8月20日8时许，4起火灾现场明火均已被扑灭，无人员伤亡。经初步清理统计，涪陵区两起山火预估过火面积约500亩和300亩，起火原因初步查明分别为原住老人烧野蜂包和民用电线在高温大风下断裂起火。南川区两起山火预估过火面积约55亩和75亩，起火原因初步分析为干燥枯枝落叶高温自燃和一企业电力专线负荷过大自燃。目前，当地救援人员正在进行余火烟点清除和巡查观测，防止火灾复燃。（央视新闻客户端） 收起d,blue,0,0,0,265
9005,思念_不思念,08月20日 18:51,//weibo.com/2464285094/M1W1XyR8X?refer_flag=1001030103_,#上海暴雨# 旱的旱死，涝的涝死，这雨下给重庆多好啊，灭灭山火 ?,ip,0,0,5,33
9006,青海共青团,08月20日 18:51,//weibo.com/2113717622/M1W1X0KrX?refer_flag=1001030103_,【#重庆涪陵区南川区山火明火已全部扑灭#】#重庆涪陵区南川区4起山火无人员伤亡#8月17日、18日，重庆涪陵区和南川区相继突发山火。截至8月20日8时许，4起火灾现场明火均已被扑灭，无人员伤亡。经初步清理统计，涪陵区两起山火预估过火面积约500亩和300亩，起火原因初步查明分别为原住老人烧野蜂包和民用电线在高温大风下断裂起火。南川区两起山火预估过火面积约55亩和75亩，起火原因初步分析为干燥枯枝落叶高温自燃和一企业电力专线负荷过大自燃。目前，当地救援人员正在进行余火烟点清除和巡查观测，防止火灾复燃。（央视新闻客户端）#团青快讯# 收起d,blue,0,0,0,271
9007,姜丝虾仁不摆了,08月20日 18:51,//weibo.com/5108516565/M1W1SBRwy?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#  江津区的还燃着 ?,None,0,8,3,30
9008,皮蛋瘦肉粥QY,08月20日 18:51,//weibo.com/7394274655/M1W1P5kBG?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#无人伤亡就好 ?,yellow,0,1,2,27
9009,营口消防在身边,08月20日 18:51,//weibo.com/2096303875/M1W1LfT80?refer_flag=1001030103_,【一图了解森林火灾的预防和避险】火灾是森林的大敌，在破坏森林的各种因素中，以森林火灾最为严重，它不仅破坏自然生态，甚至会造成人员财产损失。雷电、干旱高温、烧灰积肥等都是引发森林火灾的原因，该如何预防避险？戳图了解↓#重庆涪陵区南川区山火明火已全部扑灭# ???,blue,1,1,1,130
9010,细皮小柑橘clementine,08月20日 18:50,//weibo.com/5199938916/M1W1xmy0A?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#辛苦了，重庆快下场雨吧！ ?,ip,0,0,2,33
9011,zdbltrfx-,08月20日 18:49,//weibo.com/5664086757/M1W0X0RGZ?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#好好好 ?,ip,0,0,1,24
9012,宋中清主任律师,08月20日 18:49,//weibo.com/2726417763/M1W0VuSEc?refer_flag=1001030103_,热点@央广网 【#重庆涪陵南川山火起火原因查明#】重庆4起山火明火先后于8月19日13时、17时，8月20日8时、8时10分被全部扑灭，无人员伤亡。涪陵区起火原因初步查明分别为原住老人烧野蜂包和民用电线在高温大风下断裂起火。南川区起火原因初步分析为干燥枯枝落叶高温自燃和一企业电力专线负荷过大自燃。#重庆涪陵区南川区山火明火已全部扑灭#（华龙网）L红星视频的微博视频 收起d,gold,0,0,3,188
9013,小达鲁哈,08月20日 18:48,//weibo.com/5538988738/M1W0IrvDQ?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#消防员辛苦了 ?,ip,0,0,0,27
9014,把青春献给藏蓝,08月20日 18:48,//weibo.com/3202523373/M1W0xvubH?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#是不是第一次从这个视角看直升机是如何取水灭火的？ L把青春献给藏蓝的微博视频 ?,None,5,2,10,59
9015,顿吨墩盾,08月20日 18:48,//weibo.com/7305881132/M1W0rmyAw?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#消防战士辛苦了 ?,None,0,0,0,28
9016,经济观察报,08月20日 18:47,//weibo.com/1641561812/M1W0j8rjw?refer_flag=1001030103_,【特殊会议、紧急让电，#亿万川渝民众战高温#】2022年8月18日，45℃——重庆迎来有历史记录的最高温度，由北碚区气象观测站测得，重庆已经连续11日保持在40度以上的极端高温。8月18日傍晚，原本被扑灭的重庆涪陵江北街道山火发生复燃，火线沿山体蔓延此前一度得到控制。视频显示，整座山都烧了起来，把江面映照得通红。此前的8月中旬，由于长江水位回落，导致重庆巴南区一常年淹没在江水中的佛爷梁岛礁露出水面，岛礁有600年前的明清摩崖石刻3座，引来考古人员的研究。8月19日12时，重庆长江寸滩水位在原本是汛期的8月，降低至162.53米，这几乎已经是同期历史最低的水平。因为高温导致干旱，上游来水锐减，原本水电资源全国第一的四川，8月14起在全省范围内实施企业“让电于民”的政策。多位成都朋友向经济观察报记者证实，他们从8月15日开始，陆续居家办公，原因是工作单位限制用电，关闭空调和照明。“今天健身房也限电了，差点中暑。”8月18日下午，成都市民唐德智对经济观察报记者说。截至8月18日中午，至少有20家上市公司发布了因四川有序用电政策而停产的公告。“极端高温肯定是灾害性天气，热浪也是气象组织很关注的灾种，特别叠加了城市热岛效应后，进一步扩大了影响。”中央气象局专家、上海市生态气象和卫星遥感中心主任王晓峰对经济观察报表示。一场前所未有的“迎战高温”之行动，正在川渝两地1亿多人民之间展开。拥有全国最丰富水电资源的四川省，在2022年8月汛期，因高温干旱导致全省缺电，继而全员战高温，这在以往看来，是一件不可思议的事情。很多人都在寻找答案：中国气象局、四川气象局、重庆气象局在高温预警和气象发布中，都提及了一点——副热带高压长时间盘踞。田洪军认为，今年的持续高温与大气环流异常有关。今年的副热带高压异常强盛，副高北侧无强冷空气南下，副高南侧无热带气旋北上，使得四川盆地到长江中下游地区都被副热带高压牢牢控制。稳定的副热带高压控制下，大气以下沉气流为主，晴空少云，日照非常好，地面升温迅速，这种强盛稳定的副热带高压是今年出现持续高温的重要原因。 O特殊会议、紧急让电，亿万川渝民众战高温 收起d,blue,6,2,12,896
9017,甜甜米糕君,08月20日 18:46,//weibo.com/7493364673/M1VZUj5ji?refer_flag=1001030103_,#重庆山火#又是人祸。。。 ?,ip,0,0,1,15
9018,福建987私家车广播,08月20日 18:46,//weibo.com/1715196611/M1VZL9xR9?refer_flag=1001030103_,【#重庆涪陵区南川区山火明火已全部扑灭#】#重庆涪陵区南川区4起山火无人员伤亡#8月17日、18日，重庆涪陵区和南川区相继突发山火。截至8月20日8时许，4起火灾现场明火均已被扑灭，无人员伤亡。经初步清理统计，涪陵区两起山火预估过火面积约500亩和300亩，起火原因初步查明分别为原住老人烧野蜂包和民用电线在高温大风下断裂起火。南川区两起山火预估过火面积约55亩和75亩，起火原因初步分析为干燥枯枝落叶高温自燃和一企业电力专线负荷过大自燃。目前，当地救援人员正在进行余火烟点清除和巡查观测，防止火灾复燃。（央视新闻客户端） 收起d,blue,0,0,0,265
9019,野性雎击,08月20日 18:46,//weibo.com/7442677715/M1VZE0L41?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#消防员们辛苦了！ ?,None,0,0,0,29
9020,--Seul--,08月20日 18:45,//weibo.com/5947521912/M1VZwEyZe?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#无人伤亡，真好。快点下一场雨降降温吧。 ?,None,0,0,0,40
9021,火火火火火火火火八宝,08月20日 18:45,//weibo.com/5751617972/M1VZi9OYm?refer_flag=1001030103_,#重庆涪陵和南川山火明火已扑灭# 太好了！看了下原因，希望再不要这样无知了！ ?,ip,0,0,0,40
9022,我有一个明月光,08月20日 18:45,//weibo.com/6343696086/M1VZfqNBc?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#消防站员们都辛苦了，希望快下雨??，让高温降一降 ?,yellow,0,0,1,45
9023,周不遇你blingbling,08月20日 18:44,//weibo.com/2859796534/M1VZ9xhvz?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#辛苦了 重庆快下雨吧  ?,yellow,0,0,0,32
9024,东方网,08月20日 18:44,//weibo.com/1918021250/M1VYYo3AS?refer_flag=1001030103_,【#重庆涪陵区南川区山火明火已全部扑灭#】#重庆涪陵区南川区4起山火无人员伤亡#8月17日、18日，涪陵区和南川区相继突发山火，市、区两级救援力量立即开展灭火救援工作。截至8月20日8时许，4起火灾现场明火均已扑灭，无人员伤亡。经初步清理统计，涪陵区两起山火预估过火面积约500亩和300亩，起火原因初步查明分别为原住老人烧野蜂包和民用电线在高温大风下断裂起火。南川区两起山火预估过火面积约55亩和75亩，起火原因初步分析为干燥枯枝落叶高温自燃和一企业电力专线负荷过大自燃。目前，当地救援人员正在进行余火烟点清除和巡查观测，防止火灾复燃。（东方网·纵相视频 巢思远）  L东方网的微博视频 收起d,blue,0,0,0,298
9025,小羊的易小名,08月20日 18:44,//weibo.com/7748858356/M1VYWhLI1?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#求求了 快结束吧 ?,None,0,0,0,29
9026,黄羽晨,08月20日 18:43,//weibo.com/1954378223/M1VYD5sik?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭##重庆涪陵区南川区4起山火无人员伤亡# 消防员辛苦了！天干物燥，注意防火！ ?,yellow,0,0,0,58
9027,中国大学生在线,08月20日 18:43,//weibo.com/1708159150/M1VYvl2u8?refer_flag=1001030103_,#小中微推# 【一图了解森林火灾的预防和避险】火灾是森林的大敌，在破坏森林的各种因素中，以森林火灾最为严重，它不仅破坏自然生态，甚至会造成人员财产损失。雷电、干旱高温、烧灰积肥等都是引发森林火灾的原因，该如何预防避险？戳图了解↓#重庆涪陵区南川区山火明火已全部扑灭# ?,blue,0,0,2,135
9028,北京郭译仁,08月20日 18:42,//weibo.com/5577284446/M1VYjvMCX?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#二个重点，一是无人员伤亡，二是山火已扑灭！ ?,gold,0,0,1,42
9029,北京广播,08月20日 18:42,//weibo.com/1905653985/M1VYft7q0?refer_flag=1001030103_,【#重庆涪陵区南川区山火明火已全部扑灭#】#重庆涪陵区南川区4起山火无人员伤亡#8月17日、18日，重庆涪陵区和南川区相继突发山火。截至8月20日8时许，4起火灾现场明火均已被扑灭，无人员伤亡。经初步清理统计，涪陵区两起山火预估过火面积约500亩和300亩，起火原因初步查明分别为原住老人烧野蜂包和民用电线在高温大风下断裂起火。南川区两起山火预估过火面积约55亩和75亩，起火原因初步分析为干燥枯枝落叶高温自燃和一企业电力专线负荷过大自燃。目前，当地救援人员正在进行余火烟点清除和巡查观测，防止火灾复燃。（央视新闻） 收起d,blue,0,0,1,262
9030,攀枝花平安钒钛园区,08月20日 18:42,//weibo.com/5186868864/M1VYb1avc?refer_flag=1001030103_,【#重庆涪陵南川山火起火原因查明#】重庆4起山火明火先后于8月19日13时、17时，8月20日8时、8时10分被全部扑灭，无人员伤亡。涪陵区起火原因初步查明分别为原住老人烧野蜂包和民用电线在高温大风下断裂起火。南川区起火原因初步分析为干燥枯枝落叶高温自燃和一企业电力专线负荷过大自燃。（华龙网）L红星视频的微博视频 收起d,blue,0,0,1,161
9031,孤僻怪人as,08月20日 18:42,//weibo.com/7675162831/M1VXZaOCr?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#平安就好，给重庆来场雨就更好了 ?,None,0,0,0,36
9032,哆啦X梦的口袋,08月20日 18:41,//weibo.com/3952456262/M1VXYiFAk?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#????都多少天了希望别再复燃 ?,None,0,0,0,36
9033,听堂FM,08月20日 18:41,//weibo.com/1796086707/M1VXUs7at?refer_flag=1001030103_,【#重庆涪陵区南川区山火明火已全部扑灭#】#重庆涪陵区南川区4起山火无人员伤亡#8月17日、18日，重庆涪陵区和南川区相继突发山火。截至8月20日8时许，4起火灾现场明火均已被扑灭，无人员伤亡。经初步清理统计，涪陵区两起山火预估过火面积约500亩和300亩，起火原因初步查明分别为原住老人烧野蜂包和民用电线在高温大风下断裂起火。南川区两起山火预估过火面积约55亩和75亩，起火原因初步分析为干燥枯枝落叶高温自燃和一企业电力专线负荷过大自燃。目前，当地救援人员正在进行余火烟点清除和巡查观测，防止火灾复燃。（央视新闻客户端） 收起d,blue,0,0,0,265
9034,小孙有料,08月20日 18:41,//weibo.com/6749203008/M1VXNlyoa?refer_flag=1001030103_,发布了头条文章：《山火肆虐！重庆村医问诊森林》  O山火肆虐！重庆村医问诊森林 ?,ip,0,0,0,41
9035,少上网多看书拒绝摆烂,08月20日 18:40,//weibo.com/5522202106/M1VXwuURL?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#终于 ?,None,0,0,0,23
9036,落日频道,08月20日 18:40,//weibo.com/6282873306/M1VXrsqje?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#辛苦平安? ?,ip,0,0,1,26
9037,吸肖战精气的小妖精,08月20日 18:39,//weibo.com/7464055080/M1VX5kYwc?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#平安? ?,yellow,0,0,2,24
9038,芋泥草莓干,08月20日 18:38,//weibo.com/6760277404/M1VWwbf8g?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#幸好幸好 还好都平安 ?,ip,0,1,0,31
9039,吉林森林消防,08月20日 18:38,//weibo.com/7079703736/M1VWv0oF0?refer_flag=1001030103_,【一图了解森林火灾的预防和避险】火灾是森林的大敌，在破坏森林的各种因素中，以森林火灾最为严重，它不仅破坏自然生态，甚至会造成人员财产损失。雷电、干旱高温、烧灰积肥等都是引发森林火灾的原因，该如何预防避险？戳图了解↓#重庆涪陵区南川区山火明火已全部扑灭# ???,blue,0,0,0,130
9040,南城谢花,08月20日 18:38,//weibo.com/5719741529/M1VWqx5tK?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#辛苦消防员们了，真的求求快下雨吧，人都要被晒熟了 ?,None,0,0,0,45
9041,平安泸县,08月20日 18:37,//weibo.com/5201000633/M1VWihTHn?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭# ?,blue,0,4,3,21
9042,非常石石,08月20日 18:37,//weibo.com/6423458420/M1VWbeCGi?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#快点下雨降降温吧 ?,ip,0,1,2,29
9043,知知贵阳,08月20日 18:36,//weibo.com/1961097701/M1VVR6Rkm?refer_flag=1001030103_,【#重庆涪陵区南川区山火明火已全部扑灭#】#重庆涪陵区南川区4起山火无人员伤亡#8月17日、18日，重庆涪陵区和南川区相继突发山火。截至8月20日8时许，4起火灾现场明火均已被扑灭，无人员伤亡。经初步清理统计，涪陵区两起山火预估过火面积约500亩和300亩，起火原因初步查明分别为原住老人烧野蜂包和民用电线在高温大风下断裂起火。南川区两起山火预估过火面积约55亩和75亩，起火原因初步分析为干燥枯枝落叶高温自燃和一企业电力专线负荷过大自燃。目前，当地救援人员正在进行余火烟点清除和巡查观测，防止火灾复燃。（来源：央视新闻客户端） 收起d,blue,0,0,1,268
9044,地球OL挂Bug,08月20日 18:36,//weibo.com/6475049275/M1VVE6LhE?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭# ?,None,0,0,0,21
9045,曹县人民检察院,08月20日 18:35,//weibo.com/2740584771/M1VVkfux2?refer_flag=1001030103_,【一图了解森林火灾的预防和避险】火灾是森林的大敌，在破坏森林的各种因素中，以森林火灾最为严重，它不仅破坏自然生态，甚至会造成人员财产损失。雷电、干旱高温、烧灰积肥等都是引发森林火灾的原因，该如何预防避险？戳图了解↓#重庆涪陵区南川区山火明火已全部扑灭# ???,blue,3,12,8,130
9046,郴州中院,08月20日 18:34,//weibo.com/3776183674/M1VV4E5FN?refer_flag=1001030103_,【#重庆涪陵区南川区山火明火已全部扑灭#】#重庆涪陵区南川区4起山火无人员伤亡#8月17日、18日，重庆涪陵区和南川区相继突发山火。截至8月20日8时许，4起火灾现场明火均已被扑灭，无人员伤亡。经初步清理统计，涪陵区两起山火预估过火面积约500亩和300亩，起火原因初步查明分别为原住老人烧野蜂包和民用电线在高温大风下断裂起火。南川区两起山火预估过火面积约55亩和75亩，起火原因初步分析为干燥枯枝落叶高温自燃和一企业电力专线负荷过大自燃。目前，当地救援人员正在进行余火烟点清除和巡查观测，防止火灾复燃。（央视新闻客户端） 收起d,blue,0,2,3,265
9047,津彩青春,08月20日 18:34,//weibo.com/3074181393/M1VV41ARM?refer_flag=1001030103_,画面让人心疼！消防员连续奋战后疲惫睡着，手里还拿着没吃完的面包…你们辛苦了！（人民网）#消防员拿着未吃完的面包睡着了##重庆涪陵区南川区山火明火已全部扑灭# L津彩青春的微博视频 ?,blue,1,3,20,91
9048,恒星咘灵咘灵,08月20日 18:34,//weibo.com/6626330707/M1VV1FFBz?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#太好了 ?,None,0,0,0,24
9049,matsup,08月20日 18:34,//weibo.com/7783431662/M1VV0tIAZ?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#辛苦了 ?,None,0,0,0,24
9050,墨墨物闻,08月20日 18:34,//weibo.com/7244652731/M1VUXxvsx?refer_flag=1001030103_,#重庆涪陵区南川区山火明火已全部扑灭#火被扑灭没有人员伤亡是非常好的消息，快要下一场及时雨吧 ?,yellow,0,0,0,48
